ID,Catalog Number,Collectors,Collector Number,Start Date,Start Date Precision,Pais,Provincia,Distrito ou Municipio,Locality Name,Latitude1,Longitude1,Collection,Determiner,Kingdom,phylum,class,order,family,genus,Full Name,Species Author,subspecies Author,variety Author
1177,LISC043402,A.R.Torre,1381,09/04/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,,Plantae,,,,,,Hibiscus surattensis,L.,,
1178,LISC043403,A.R.Torre,1381,09/04/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus surattensis,L.,,
1179,LISC043404,F.A.Mendonça,2086,19/09/1944,1,Mozambique,Zambezia,Gúruè,"Serra do Gúruè, Marrequelo.",-15.2336121,37.2266674,Herbário,,Plantae,,,,,,Hibiscus surattensis,L.,,
1180,LISC043405,A.R.Torre,1477,27/05/1937,1,Mozambique,Zambezia,,"De Alto de Molocué a Gurué, estrada do Gurué",-15.506881,37.334298,Herbário,,Plantae,,,,,,Hibiscus surattensis,L.,,
1181,LISC043406,A.R.Torre,5112,07/04/1943,1,Mozambique,Zambezia,Gúruè,Serra do Gúruè.,-15.374166,37.040556,Herbário,,Plantae,,,,,,Hibiscus surattensis,L.,,
1182,LISC043407,A.R.Torre,5112,07/04/1943,1,Mozambique,Zambezia,Gúruè,Serra do Gúruè.,-15.374166,37.040556,Herbário,,Plantae,,,,,,Hibiscus surattensis,L.,,
1183,LISC043408,A.R.Torre,5722,31/07/1943,1,Mozambique,Zambezia,Maganja da Costa,Maganja da Costa,-17.311111,37.514722,Herbário,A.R.Torre,Plantae,,,,,,Hibiscus surattensis,L.,,
1184,LISC043409,F.A.Mendonça,4362,24/05/1948,1,Mozambique,Sofala,Cheringoma,"Cheringoma, Inhaminga, Serração Florestas Africanas.",-18.2188902,35.159996,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus surattensis,L.,,
1185,LISC043410,A.R.Torre,4029,29/04/1942,1,Mozambique,Sofala,,Entre Beira e Inhaminga.,-19.273234,34.677925,Herbário,,Plantae,,,,,,Hibiscus surattensis,L.,,
1186,LISC043411,A.R.Torre,1550,02/05/1937,1,Mozambique,Nampula,Mossuril,"Mossuril, Mossuril",-14.9677792,40.6638889,Herbário,,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1187,LISC043412,A.R.Torre,1550,02/05/1937,1,Mozambique,Nampula,Mossuril,"Mossuril, Mossuril",-14.9677792,40.6638889,Herbário,,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1188,LISC043413,F.A.Mendonça,170,08/09/1942,1,Mozambique,Sofala,,"Dondo, Vila Machado, margem do Púnguè, próx. do batelão.",-19.566578,34.530542,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1189,LISC043414,A.R.Torre,1588,30/10/1938,1,Mozambique,Inhambane,Cidade de Inhambane,"Inhambane, Inhambane",-23.8650017,35.383333,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1190,LISC043415,F.A.Mendonça,2893,17/11/1944,1,Mozambique,Província de Maputo,Matutuíne,"Margens do rio Maputo, em frente de Salamanga.",-26.4752779,32.6483326,Herbário,,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1191,LISC043416,F.A.Mendonça,2893,17/11/1944,1,Mozambique,Província de Maputo,Matutuíne,"Margens do rio Maputo, em frente de Salamanga.",-26.4752779,32.6483326,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1192,LISC043417,F.A.Mendonça,3420,15/12/1944,1,Mozambique,Província de Maputo,Marracuene,"Marracuene, Vila Luisa, margens do Incomati, próx. da foz.",-25.797503,32.703167,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1193,LISC043418,A.R.Torre,2147,21/11/1940,1,Mozambique,Província de Maputo,Matutuíne,"Maputo, Salamanga. Margens do rio Maputo.",-26.4752779,32.6483326,Herbário,,Plantae,,,,,,Hibiscus tiliaceus,L.,,
1194,LISC043419,F.A.Mendonça,2798,07/11/1944,1,Mozambique,Província de Maputo,Manhiça,"Magude, Xinavane.",-25.061534,32.851523,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus trionum,L.,,
1195,LISC043420,A.R.Torre,6527,29/04/1944,1,Mozambique,Província de Maputo,Moamba,"Sabie, Moamba. Margens do rio Incomati.",-25.5961103,32.2433357,Herbário,,Plantae,,,,,,Hibiscus trionum,L.,,
1196,LISC043421,A.R.Torre,6527,29/04/1944,1,Mozambique,Província de Maputo,Moamba,"Sabie, Moamba. Margens do rio Incomati.",-25.5961103,32.2433357,Herbário,,Plantae,,,,,,Hibiscus trionum,L.,,
1197,LISC043422,F.A.Mendonça,1566,02/12/1942,1,Mozambique,Gaza,,Entre Caniçado e Chaimite.,-24.576658,33.164541,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1198,LISC043423,F.A.Mendonça,3118,29/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, entre Mavabaze e Mahel.",-24.88936,32.482189,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1199,LISC043424,A.R.Torre,1758,12/10/1940,1,Mozambique,Província de Maputo,Boane,"Maputo, Umbeluzi.",-26.0283327,32.3899994,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1200,LISC043425,F.A.Mendonça,4271,16/05/1948,1,Mozambique,Tete,Moatize,Benga,-16.1813898,33.627779,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1201,LISC043426,J.G.Garcia,955,21/04/1948,1,Moçambique,Sofala,Nhamatanda,"Vila Machado, serração de Siluvo.",-19.175392,34.048724,Herbário,,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1202,LISC043427,F.A.Mendonça,221,13/09/1942,1,Mozambique,Sofala,Gorongosa,"Gorongoza, entre Inhaminga e Vila Paiva.",-18.558474,34.554064,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1203,LISC043428,F.A.Mendonça,3917,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base dos montes Chiluvo",-19.2422228,34.0697231,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1204,LISC043429,F.A.Mendonça,3917,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base dos montes Chiluvo",-19.2422228,34.0697231,Herbário,M.L.Gonçalves,Plantae,,,,,,Hibiscus vitifolius subsp. vulgaris,L.,Brenan & Exell,
1205,LISC043430,A.R.Torre,6056,18/10/1943,1,Mozambique,Tete,Angónia,"Angonia, monte Domuè",-14.4759045,34.222927,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia meyeri,Mast.,,
1206,LISC043431,F.A.Mendonça,2103,19/09/1944,1,Mozambique,Zambezia,Gúruè,"Gúruè, alto da serra do Gúruè",-15.374166,37.040556,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia columella,Cav.,,
1207,LISC043432,F.A.Mendonça,2103,19/09/1944,1,Mozambique,Zambezia,Gúruè,"Gúruè, alto da serra do Gúruè",-15.374166,37.040556,Herbário,M.L.Gonçalves,Plantae,,,,,,Pavonia columella,Cav.,,
1208,LISC043433,A.R.Torre,4540,07/08/1942,1,Mozambique,Zambezia,Morrumbala,Massingire. Serra da Morrumbala.,-17.479124,35.381718,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia columella,Cav.,,
1209,LISC043434,A.R.Torre,4540,07/08/1942,1,Mozambique,Zambezia,Morrumbala,Massingire. Serra da Morrumbala.,-17.479124,35.381718,Herbário,,Plantae,,,,,,Pavonia columella,Cav.,,
1210,LISC043435,F.A.Mendonça,2404,09/10/1944,1,Mozambique,Sofala,Gorongosa,"Gorongosa, Gogogo.",-18.4288902,34.0383339,Herbário,,Plantae,,,,,,Pavonia columella,Cav.,,
1211,LISC043436,F.A.Mendonça,2404,09/10/1944,1,Mozambique,Sofala,Gorongosa,"Gorongosa, Gogogo.",-18.4288902,34.0383339,Herbário,M.L.Gonçalves,Plantae,,,,,,Pavonia columella,Cav.,,
1212,LISC043437,A.R.Torre,2529,26/01/1941,1,Mozambique,Gaza,Mandlakaze,Muchopes. Região de Manjacaze.,-24.7116671,33.8827744,Herbário,,Plantae,,,,,,Pavonia fruticulosa,Ulbr.,,
1213,LISC043438,F.A.Mendonça,1085,27/10/1942,1,Mozambique,Cabo Delgado,Cidade de Pemba,"Porto Amélia, entre Porto Amélia e a Missão de S. Paulo.",-13.01262,40.531991,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia discolor,Ulbr.,,
1214,LISC043439,F.A.Mendonça,1085,27/10/1942,1,Mozambique,Cabo Delgado,Cidade de Pemba,"Porto Amélia, entre Porto Amélia e a Missão de S. Paulo.",-13.01262,40.531991,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia discolor,Ulbr.,,
1215,LISC043440,A.R.Torre,1429,17/05/1937,1,Mozambique,Nampula,Memba,"Memba, de Memba a Nacala, estrada de Nacala",-14.378251,40.518872,Herbário,,Plantae,,,,,,Pavonia fruticulosa,Ulbr.,,
1216,LISC043441,A.R.Torre,6805,25/07/1944,1,Mozambique,Gaza,Mandlakaze,"Muchopes, Região de Manjacaze.",-24.489762,33.973972,Herbário,,Plantae,,,,,,Pavonia fruticulosa,Ulbr.,,
1217,LISC043442,A.R.Torre,6805,25/07/1944,1,Mozambique,Gaza,Mandlakaze,"Muchopes, Região de Manjacaze.",-24.489762,33.973972,Herbário,,Plantae,,,,,,Pavonia fruticulosa,Ulbr.,,
1218,LISC043443,F.A.Mendonça,4462,02/06/1948,1,Mozambique,Manica,Manica,"Chimoio, serra de Garuso, margens do rio Dopodzi, junto da ponte do caminho da serra",-18.989051,33.152803,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia urens,Cav.,,
1219,LISC043444,F.A.Mendonça,4462,02/06/1948,1,Mozambique,Manica,Manica,"Chimoio, serra de Garuso, margens do rio Dopodzi, junto da ponte do caminho da serra",-18.989051,33.152803,Herbário,F.A.Mendonça,Plantae,,,,,,Pavonia urens,Cav.,,
1220,LISC043445,A.R.Torre,435,07/1934,2,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,,Plantae,,,,,,Hibiscus torrei,Baker f.,,
1221,LISC043446,A.R. Torre,1247,30/03/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,A.R.Torre,Plantae,,,,,,Sida acuta,Burm.f.,,
1222,LISC043447,F.A.Mendonça,3884,08/04/1948,1,Mozambique,Manica,Manica,"Chimoio, Garuso",-18.9827766,33.1680527,Herbário,,Plantae,,,,,,Sida acuta,Burm.f.,,
1223,LISC043448,F.A.Mendonça,4049,25/04/1948,1,Mozambique,Manica,Gondola,"Chimoio, Missão de Amatongas.",-19.1044436,33.813055,Herbário,,Plantae,,,,,,Sida acuta,Burm.f.,,
1224,LISC043449,J.G.Garcia,956 A,21/04/1948,1,Moçambique,Sofala,Nhamatanda,"Vila Machado, próximo da serração do Chiluvo.",-19.175392,34.048724,Herbário,,Plantae,,,,,,Sida acuta,Burm.f.,,
1225,LISC043450,J.G.Garcia,956 A,21/04/1948,1,Moçambique,Sofala,Nhamatanda,"Vila Machado, próximo da serração do Chiluvo.",-19.175392,34.048724,Herbário,,Plantae,,,,,,Sida acuta,Burm.f.,,
1226,LISC043451,F.A.Mendonça,345,22/09/1842,1,Mozambique,Tete,Marávia,"Margem do Zambese, entre Tete e Boroma.",-16.050046,33.456659,Herbário,,Plantae,,,,,,Sida alba,L.,,
1227,LISC043452,F.A.Mendonça,3868,04/04/1948,1,Mozambique,Manica,Manica,Entre Vila de Manica e o posto fiscal da fronteira.,-18.966211,32.795913,Herbário,,Plantae,,,,,,Sida alba,L.,,
1228,LISC043453,A.R.Torre,1310,10/04/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,A.D.J.Meeuse,Plantae,,,,,,Sida cordifolia,L.,,
1229,LISC043454,J.G.Garcia,440,01/03/1948,1,Moçambique,Manica,Gondola,"Chimoio, Tembe.",-19.0291662,33.4327793,Herbário,J.G.Garcia,Plantae,,,,,,Sida cordifolia,L.,,
1230,LISC043455,F.A.Mendonça,1567,02/12/1942,1,Mozambique,Gaza,Chibuto,"Guijá, Caniçado.",-24.631441,33.288235,Herbário,,Plantae,,,,,,Sida cordifolia,L.,,
1231,LISC043456,F.A.Mendonça,1649,06/12/1942,1,Mozambique,Província de Maputo,Namaacha,Goba,-26.1997213,32.1516864,Herbário,F.A.Mendonça,Plantae,,,,,,Sida dregei,Burtt Davy,,
1232,LISC043457,F.A.Mendonça,3517,25/11/1947,1,Mozambique,Província de Maputo,Matutuíne,"Maputo, Bela Vista, Quinta da Pedra, margens do rio Maputo.",-26.3427782,32.6736126,Herbário,,Plantae,,,,,,Sida dregei,Burtt Davy,,
1233,LISC043458,A.R.Torre,1980,14/11/1940,1,Mozambique,Província de Maputo,Namaacha,Entre Boane e Goba,-26.053845,32.154764,Herbário,,Plantae,,,,,,Sida dregei,Burtt Davy,,
1234,LISC043459,F.A.Mendonça,4265,15/05/1948,1,Mozambique,Tete,Cidade de Tete,"Moatize, Matunde, em frente de Tete.",-16.146446,33.599033,Herbário,F.A.Mendonça,Plantae,,,,,,Sida grewioides,Guill. & Perr.,,
1235,LISC043460,A.R.Torre,6759,15/07/1944,1,Mozambique,Gaza,Chibuto,Margens do rio Changane. Posto do Alto Changane. Chibuto.,-24.308054,33.6299992,Herbário,A.D.J.Meeuse,Plantae,,,,,,Sida ovata,Forssk.,,
1236,LISC043461,A.R.Torre,6759,15/07/1944,1,Mozambique,Gaza,Chibuto,Margens do rio Changane. Posto do Alto Changane. Chibuto.,-24.308054,33.6299992,Herbário,A.D.J.Meeuse,Plantae,,,,,,Sida ovata,Forssk.,,
1237,LISC043462,A.R.Torre,819,28/03/1936,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,F.A.Mendonça,Plantae,,,,,,Sida pseudocordifolia,Hochr.,,
1238,LISC043463,F.A.Mendonça,4050,25/04/1948,1,Mozambique,Manica,Gondola,"Chimoio, Missão de Amatongas.",-19.1044436,33.813055,Herbário,,Plantae,,,,,,Sida pseudocordifolia,Hochr.,,
1239,LISC043464,F.A.Mendonça,4060,26/04/1948,1,Mozambique,Manica,Manica,"Chimoio, Garuso, estação de c. f.",-18.973364,33.170819,Herbário,,Plantae,,,,,,Sida pseudocordifolia,Hochr.,,
1240,LISC043465,A.R.Torre,2433,20/12/1940,1,Mozambique,Província de Maputo,Cidade de Maputo,Campo de aviação de L. M.,-25.9152784,32.5763874,Herbário,,Plantae,,,,,,Sida rhombifolia,L.,,
1241,LISC043466,F.A.Mendonça,3891,10/04/1948,1,Mozambique,Manica,Manica,"Chimoio, Serra de Garuso",-18.9450006,33.1511078,Herbário,,Plantae,,,,,,Sida rhombifolia,L.,,
1242,LISC043467,F.A.Mendonça,3891,10/04/1948,1,Mozambique,Manica,Manica,"Chimoio, Serra de Garuso",-18.9450006,33.1511078,Herbário,,Plantae,,,,,,Sida rhombifolia,L.,,
1243,LISC043468,F.A.Mendonça,3925,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Sida rhombifolia,L.,,
1244,LISC043469,F.A.Mendonça,3925,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Sida rhombifolia,L.,,
1245,LISC043470,F.A. Mendonça,1011,21/10/1942,1,Mozambique,Cabo Delgado,Palma,"Palma, margem do rio Rovuma.",-10.524396,40.397456,Herbário,,Plantae,,,,,,Thespesia populnea,(L.) Soland. ex Correa,,
1246,LISC043471,F.A.Mendonça,1011,21/10/1942,1,Mozambique,Cabo Delgado,Palma,"Palma, margem do rio Rovuma.",-10.524396,40.397456,Herbário,,Plantae,,,,,,Thespesia populnea,(L.) Soland. ex Correa,,
1247,LISC043472,F.A.Mendonça,4144,09/05/1948,1,Mozambique,Tete,Moatize,"Zóbuè, Missão do Combate ás Tripanosomas.",-15.5951097,34.415423,Herbário,F.A.Mendonça,Plantae,,,,,,Urena lobata,L.,,
1248,LISC043473,A.R.Torre,436,03/08/1934,1,Mozambique,Niassa,Mandimba,"Amaramba, margens do rio Lugenda, estrada de Mandimba",-14.192614,35.967427,Herbário,J.d'Orey,Plantae,,,,,,Urena lobata,L.,,
1249,LISC043474,A.R.Torre,688,27/05/1935,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,J.d'Orey,Plantae,,,,,,Urena lobata,L.,,
1250,LISC043475,A.R.Torre,1441,19/04/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,J.d'Orey,Plantae,,,,,,Urena lobata,L.,,
1251,LISC043476,A.R.Torre,5392,04/06/1943,1,Mozambique,Zambezia,,Entre Mocuba e Nhamarroi.,-16.398292,36.924137,Herbário,M.L.Gonçalves,Plantae,,,,,,Urena lobata,L.,,
1252,LISC043477,A.R.Torre,5551,21/06/1943,1,Mozambique,Zambezia,Ile,"Região do Ile, Ile",-16.024167,37.206111,Herbário,,Plantae,,,,,,Urena lobata,L.,,
1253,LISC043478,F.A.Mendonça,4358,22/05/1948,1,Mozambique,Sofala,Cheringoma,"Cheringoma, Inhaminga, margens do rio Chibondo",-18.398688,35.19072,Herbário,F.A.Mendonça,Plantae,,,,,,Urena lobata,L.,,
1254,LISC043479,F.A.Mendonça,4429,30/05/1948,1,Mozambique,Sofala,Muanza,"Cheringoma, Inhansato",-19.3400011,34.8622227,Herbário,F.A.Mendonça,Plantae,,,,,,Urena lobata,L.,,
1255,LISC043480,F.A.Mendonça,4429,30/05/1948,1,Mozambique,Sofala,Muanza,"Cheringoma, Inhansato",-19.3400011,34.8622227,Herbário,M.L.Gonçalves,Plantae,,,,,,Urena lobata,L.,,
1256,LISC043481,A.R.Torre,2769,28/05/1941,1,Mozambique,Inhambane,Govuro,"Govuro, Mambone. Margens do rio Save.",-20.9880552,35.0222225,Herbário,M.L.Gonçalves,Plantae,,,,,,Urena lobata,L.,,
1257,LISC043482,F.A.Mendonça,3921,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,F.A.Mendonça,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1258,LISC043483,F.A.Mendonça,3921,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,F.A.Mendonça,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1259,LISC043484,A.R.Torre,1372,14/04/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,A.R.Torre,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1260,LISC043485,F.A.Mendonça,149,05/09/1942,1,Mozambique,Manica,Sussundenga,"Manica, a 10 km da escola, na estrada para o Dombe.",-19.537987,33.320562,Herbário,F.A.Mendonça,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1261,LISC043486,J.G.Garcia,986,26/04/1948,1,Moçambique,Sofala,Nhamatanda,"Dondo, Vila Machado, base da serra do Chiluvo",-19.2422228,34.0697231,Herbário,J.G.Garcia,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1262,LISC043487,J.G.Garcia,986,26/04/1948,1,Moçambique,Sofala,Nhamatanda,"Dondo, Vila Machado, base da serra do Chiluvo",-19.2422228,34.0697231,Herbário,J.G.Garcia,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1263,LISC043488,J.G.Garcia,986 A,26/04/1948,1,Moçambique,Sofala,Nhamatanda,"Dondo, Vila Machado, base da serra do Chiluvo",-19.2422228,34.0697231,Herbário,J.G.Garcia,Plantae,,,,,,Wissadula amplissima var. rostrata,(L.) R.E.Fr.,,(Schumach. & Thonn.) R.E.Fr.
1264,LISC043619,J.G.Garcia,881,05/04/1948,1,Moçambique,Manica,Manica,"Chimoio, serra do Garuso",-18.9450006,33.1511078,Herbário,A.D.J.Meeuse,Plantae,,,,,,Pavonia columella,Cav.,,
1265,LISC043489,F.A.Mendonça,4302,17/05/1948,1,Mozambique,Tete,Mutarara,"Tete, ao km 148 do C. de Ferro.",-16.485128,34.473952,Herbário,A.R.Torre,Plantae,,,,,,Barleria senensis,klotzsch,,
1266,LISC043490,A.R.Torre,1412,17/05/1937,1,Mozambique,Nampula,Memba,"Memba, entre Memba e Nacala, estrada de Nacala",-14.378251,40.518872,Herbário,,Plantae,,,,,,Barleria spinulosa,Klotzsch,,
1267,LISC043491,A.R.Torre,1399,07/05/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,,Plantae,,,,,,Barleria spinulosa,Klotzsch,,
1268,LISC043492,A.R.Torre,621,11/07/1936,1,Mozambique,Nampula,Murrupula,"Nampula, arredores de Murrupula",-15.443364,38.718372,Herbário,,Plantae,,,,,,Barleria spinulosa,Klotzsch,,
1269,LISC045954,F.A.Mendonça,434,26/09/1942,1,Mozambique,Tete,Changara,"Tete, Chioco",-16.416667,32.8247242,Herbário,M.L.Gonçalves,Plantae,,,,,,Adansonia digitata,L.,,
1270,LISC045955,F.A.Mendonça,740,10/10/1942,1,Mozambique,Niassa,Lago,"Maniamba, Metangula, margens do lago Niassa.",-12.6949997,34.815834,Herbário,F.A.Mendonça,Plantae,,,,,,Adansonia digitata,L.,,
1271,LISC045956,F.A.Mendonça,741,10/10/1942,1,Mozambique,Niassa,Lago,"Lago, Metangula.",-12.6949997,34.815834,Herbário,M.L.Gonçalves,Plantae,,,,,,Adansonia digitata,L.,,
1272,LISC045970,F.A.Mendonça,742,10/10/1942,1,Mozambique,Niassa,Lago,"Lago, Metangula.",-12.6949997,34.815834,Herbário,M.L.Gonçalves,Plantae,,,,,,Adansonia digitata,L.,,
1273,LISC045971,F.A.Mendonça,743,10/10/1942,1,Mozambique,Niassa,Lago,"Lago, Metangula.",-12.6949997,34.815834,Herbário,M.L.Gonçalves,Plantae,,,,,,Adansonia digitata,L.,,
1274,LISC045957,A.R.Torre,922,1935,3,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,,Plantae,,,,,,Adansonia digitata,L.,,
1275,LISC045958,F.A.Mendonça,4271 A,16/05/1948,1,Mozambique,Tete,Moatize,"Matunde, margens do Revúbuè",-16.1813898,33.627779,Herbário,M.L.Gonçalves,Plantae,,,,,,Adansonia digitata,L.,,
1276,LISC045959,F.A.Mendonça,3179,30/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, Mapulanguene",-24.459186,32.053113,Herbário,F.A.Mendonça,Plantae,,,,,,Adansonia digitata,L.,,
1277,LISC045960,F.A.Mendonça,3179,30/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, Mapulanguene",-24.459186,32.053113,Herbário,F.A.Mendonça,Plantae,,,,,,Adansonia digitata,L.,,
1278,LISC045961,F.A.Mendonça,3179,30/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, Mapulanguene",-24.459186,32.053113,Herbário,F.A.Mendonça,Plantae,,,,,,Adansonia digitata,L.,,
1279,LISC045962,F.A.Mendonça,2752,04/11/1944,1,Mozambique,Gaza,Chicualacuala,"Alto de Limpopo, entre Mapai e Mabelane",-23.039272,32.154511,Herbário,F.A.Mendonça,Plantae,,,,,,Adansonia digitata,L.,,
1280,LISC045963,A.R.Torre,3084,12/07/1941,1,Mozambique,Sofala,Cheringoma,"Inhaminga, próx. da Administração e a Estação de C. F.",-18.4152784,35.022501,Herbário,,Plantae,,,,,,Rhodognaphalon schumannianum,A.Robyns,,
1281,LISC045964,A.R.Torre,3084,12/07/1941,1,Mozambique,Sofala,Cheringoma,"Inhaminga, próx. da Administração e a Estação de C. F.",-18.4152784,35.022501,Herbário,M.L.Gonçalves,Plantae,,,,,,Rhodognaphalon schumannianum,A.Robyns,,
1282,LISC046674,F.A.Mendonça,990,19/10/1942,1,Mozambique,Cabo Delgado,Nangade,"Tungue, Nangade",-11.060523,39.663182,Herbário,M.L.Gonçalves,Plantae,,,,,,Rhodognaphalon stolzii,(Ulbr.) A.Robyns,,
1283,LISC045967,F.A.Mendonça,4387,25/05/1948,1,Mozambique,Sofala,Cheringoma,Inhaminga.,-18.4036112,34.9958324,Herbário,M.L.Gonçalves,Plantae,,,,,,Rhodognaphalon stolzii,(Ulbr.) A.Robyns,,
1284,LISC045968,F.A.Mendonça,4387,25/05/1948,1,Mozambique,Sofala,Cheringoma,Inhaminga.,-18.4036112,34.9958324,Herbário,M.L.Gonçalves,Plantae,,,,,,Rhodognaphalon stolzii,(Ulbr.) A.Robyns,,
1285,LISC046013,A.R.Torre,6854,15/12/1944,1,Mozambique,Província de Maputo,Cidade de Maputo,Lourenço Marques. Jardim Vasco da Gama.,-25.971528,32.573747,Herbário,H.Wild,Plantae,,,,,,Brachychiton acerifolium,(A.Cunn.) F.Muell.,,
1286,LISC046014,A.R.Torre,6854,15/12/1944,1,Mozambique,Província de Maputo,Cidade de Maputo,Lourenço Marques. Jardim Vasco da Gama.,-25.971528,32.573747,Herbário,,Plantae,,,,,,Brachychiton acerifolium,(A.Cunn.) F.Muell.,,
1287,LISC046015,F.A.Mendonça,628,03/10/1942,1,Mozambique,Tete,Moatize,Serra de Zóbuè,-15.61301,34.457854,Herbário,M.L.Gonçalves,Plantae,,,,,,Cola greenwayi,Brenan,,
1288,LISC046016,A.R.Torre,6247,29/11/1943,1,Mozambique,Manica,Manica,Chimoio. Serra do Garuzo.,-18.9475012,33.0686111,Herbário,M.L.Gonçalves,Plantae,,,,,,Cola greenwayi,Brenan,,
1289,LISC046017,A.R.Torre,6247,29/11/1943,1,Mozambique,Manica,Manica,Chimoio. Serra do Garuzo.,-18.9475012,33.0686111,Herbário,M.L.Gonçalves,Plantae,,,,,,Cola greenwayi,Brenan,,
1290,LISC046018,F.A.Mendonça,2303,29/09/1944,1,Mozambique,Zambezia,Gúruè,"Entre Mutuali e Milange, riacho Metiquelexi",-15.326629,36.718431,Herbário,H.Wild,Plantae,,,,,,Cola microcarpa,Brenan,,
1291,LISC046019,F.A.Mendonça,2303,29/09/1944,1,Mozambique,Zambezia,Gúruè,"Entre Mutuali e Milange, riacho Metiquelexi",-15.326629,36.718431,Herbário,,Plantae,,,,,,Cola microcarpa,Brenan,,
