ID,Catalog Number,Collectors,Collector Number,Start Date,Start Date Precision,Pais,Provincia,Distrito ou Municipio,Locality Name,Latitude1,Longitude1,Collection,Determiner,Kingdom,phylum,class,order,family,genus,Full Name,Species Author,subspecies Author,variety Author
1062,LISC043285,F.A.Mendonça,3471,23/12/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Goba",-26.1997213,32.1516864,Herbário,,Plantae,,,,,,Gossypium herbaceum var. africanum,L.,,(Watt) Hutch. & Ghose
1063,LISC043286,A.R.Torre,6493,21/04/1944,1,Mozambique,Província de Maputo,Namaacha,Região de Goba.,-26.196958,32.144414,Herbário,,Plantae,,,,,,Gossypium herbaceum var. africanum,L.,,(Watt) Hutch. & Ghose
1064,LISC043287,F.A.Mendonça,4363,24/05/1948,1,Mozambique,Sofala,Cheringoma,"Cheringoma, Inhaminga, Serração Florestas Africanas.",-18.2188902,35.159996,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus altissimus,Hornby,,
1065,LISC043288,F.A.Mendonça,4414,29/05/1948,1,Mozambique,Sofala,Muanza,"Cheringoma, Durundi.",-19.127838,34.896311,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus altissimus,Hornby,,
1066,LISC043289,A.R.Torre,3043,09/07/1941,1,Mozambique,Sofala,Muanza,Cheringoma. Região de Durundi.,-19.217026,34.840669,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus altissimus,Hornby,,
1067,LISC043290,F.A.Mendonça,4042,19/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, estrada entre os montes Chiluvo e o rio Mucuzi",-19.228932,33.958372,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus articulatus,Hochst. ex A.Rich.,,
1068,LISC043291,F.A.Mendonça,4042,19/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, estrada entre os montes Chiluvo e o rio Mucuzi",-19.228932,33.958372,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus articulatus,Hochst. ex A.Rich.,,
1069,LISC043292,A.R.Torre,6079,26/11/1943,1,Mozambique,Manica,Guro,"Báruè, Mungari.",-17.1680555,33.5538883,Herbário,,Plantae,,,,,,Hibiscus pentaphyllus,F.Muell.,,
1070,LISC043293,F.A.Mendonça,4106,07/05/1948,1,Mozambique,Tete,Moatize,"Muatize, Inhantoto, km 250 do C. F.",-16.116917,33.861403,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus pentaphyllus,F.Muell.,,
1071,LISC043294,F.A.Mendonça,4106,07/05/1948,1,Mozambique,Tete,Moatize,"Muatize, Inhantoto, km 250 do C. F.",-16.116917,33.861403,Herbário,,Plantae,,,,,,Hibiscus pentaphyllus,F.Muell.,,
1072,LISC043295,A.R.Torre,2636,14/03/1941,1,Mozambique,Gaza,Cidade de Xai-Xai,Vila João Belo.,-25.041081,33.638197,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1073,LISC043296,A.R.Torre,6800,20/01/1944,1,Mozambique,Gaza,,Gaza. Margens do rio Limpopo.,-24.811184,33.615477,Herbário,A.R.Torre,Plantae,,,,,,Hibiscus cannabinus,L.,,
1074,LISC043297,A.R.Torre,6800,20/01/1944,1,Mozambique,Gaza,,Gaza. Margens do rio Limpopo.,-24.811184,33.615477,Herbário,A.R.Torre,Plantae,,,,,,Hibiscus cannabinus,L.,,
1075,LISC043298,A.R.Torre,2667,17/05/1941,1,Mozambique,Inhambane,Funhalouro,Vilanculos. Entre Mavume e Funhalouro.,-23.28901,34.473857,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1076,LISC043299,F.A.Mendonça,3869,04/04/1948,1,Mozambique,Manica,Manica,"Manica, entre Macequece e o posto fiscal da fronteira de Umtali",-18.943126,32.786642,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1077,LISC043300,F.A.Mendonça,3869,04/04/1948,1,Mozambique,Manica,Manica,"Manica, entre Macequece e o posto fiscal da fronteira de Umtali",-18.943126,32.786642,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1078,LISC043301,F.A.Mendonça,4057,26/04/1948,1,Mozambique,Manica,Manica,"Chimoio, Garuso, estação do C. F.",-18.973364,33.170819,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1079,LISC043302,F.A.Mendonça,4308,18/05/1948,1,Mozambique,Tete,Mutarara,km 148 do c. f. em construção.,-16.485128,34.473952,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus cannabinus,L.,,
1080,LISC043303,F.A.Mendonça,4308,18/05/1948,1,Mozambique,Tete,Mutarara,km 148 do c. f. em construção.,-16.485128,34.473952,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1081,LISC043304,A.R.Torre,78,10/05/1934,1,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1082,LISC043305,A.R.Torre,4418,25/07/1942,1,Mozambique,Zambezia,Nicoadala,Entre Quelimane e Nicuadala,-17.744952,36.856608,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1083,LISC043306,A.R.Torre,5576,26/06/1943,1,Mozambique,Zambezia,,Entre Ile e Mugeba.,-16.285956,37.199015,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1084,LISC043307,F.A.Mendonça,1994,04/09/1944,1,Mozambique,Sofala,Machanga,"Sofala, em frente de Mambone.",-20.894902,34.647327,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1085,LISC043308,F.A.Mendonça,1994,04/09/1944,1,Mozambique,Sofala,Machanga,"Sofala, em frente de Mambone.",-20.894902,34.647327,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1086,LISC043309,F.A.Mendonça,3814,26/02/1948,1,Mozambique,Sofala,Dondo,"Dondo, Vila Machado, margens do Punguè, na passagem do pontão para a Beira.",-19.478355,34.534805,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1087,LISC043310,F.A.Mendonça,4008,18/04/1948,1,Mozambique,Sofala,Nhamatanda,"Dondo, Vila Machado, estrada do rio Metuchira",-19.222199,34.223631,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1088,LISC043311,F.A.Mendonça,4008,18/04/1948,1,Mozambique,Sofala,Nhamatanda,"Dondo, Vila Machado, estrada do rio Metuchira",-19.222199,34.223631,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1089,LISC043312,F.A.Mendonça,4062 A,28/04/1948,1,Mozambique,Sofala,Nhamatanda,"Dondo, Vila Machado, entre os rios Tica e Púnguè.",-19.351624,34.479981,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus cannabinus,L.,,
1090,LISC043313,A.R.Torre,4114,09/04/1942,1,Mozambique,Sofala,Marromeu,Entre Marromeu e Lacerdónia,-18.154725,35.755597,Herbário,,Plantae,,,,,,Hibiscus cannabinus,L.,,
1091,LISC043314,J.G.Garcia,490 A,03/03/1948,1,Moçambique,Manica,Manica,"Chimoio, base da serra de Garuso.",-18.9450006,33.1511078,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus cannabinus,L.,,
1092,LISC043315,J.G.Garcia,490 A,03/03/1948,1,Moçambique,Manica,Manica,"Chimoio, serra do Garuso",-18.9450006,33.1511078,Herbário,M.L.Gonçalves,Plantae,,,,,,Hibiscus cannabinus,L.,,
1093,LISC043316,A.R.Torre,5785,24/08/1943,1,Mozambique,Tete,Moatize,"Tete, Zóbuè",-15.5951097,34.415423,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus debeerstii,De Wild. & T.Durand,,
1094,LISC043317,F.A.Mendonça,728,10/10/1942,1,Mozambique,Niassa,Lago,"Entre Maniamba e o lago Niassa, a 96 km de Vila Cabral.",-12.729722,34.977902,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus debeerstii,De Wild. & T.Durand,,
1095,LISC043318,A.R.Torre,433,28/09/1934,1,Mozambique,Niassa,Sanga,"Lago, Sanga, Mecaloja",-12.499722,35.427778,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus debeerstii,De Wild. & T.Durand,,
1096,LISC043319,F.A.Mendonça,758,11/10/1942,1,Mozambique,Niassa,Lago,Margem do Lago Niassa,-12.658778,34.805251,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus diversifolius subsp. rivularis,Jacq.,(Bremek. & Oberm.) Exell,
1097,LISC043320,F.A.Mendonça,758,11/10/1942,1,Mozambique,Niassa,Lago,"Metangula, margem do lago Niassa",-12.658778,34.805251,Herbário,M.L.Gonçalves,Plantae,,,,,,Hibiscus diversifolius subsp. rivularis,Jacq.,(Bremek. & Oberm.) Exell,
1098,LISC043321,A.R.Torre,431,27/08/1934,1,Mozambique,Niassa,Lago,"A 20 km de Maniamba, rumo a Sanga",12.907839,35.04975,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus diversifolius subsp. rivularis,Jacq.,(Bremek. & Oberm.) Exell,
1099,LISC043322,F.A.Mendonça,2057,14/09/1944,1,Mozambique,Zambezia,Maganja da Costa,"Maganja da Costa, entre a Vila e a praia, no pântano ""Maanha""",-17.333803,37.51985,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus diversifolius subsp. rivularis,Jacq.,(Bremek. & Oberm.) Exell,
1100,LISC043323,F.A.Mendonça,2057,14/09/1944,1,Mozambique,Zambezia,Maganja da Costa,"Maganja da Costa, entre a Vila e a praia, no pântano ""Maanha""",-17.333803,37.51985,Herbário,M.L.Gonçalves,Plantae,,,,,,Hibiscus diversifolius subsp. rivularis,Jacq.,(Bremek. & Oberm.) Exell,
1101,LISC043324,A.R.Torre,5715,30/07/1943,1,Mozambique,Zambezia,,Região de Nhamacurra.,-17.684051,36.956947,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus diversifolius subsp. rivularis,Jacq.,(Bremek. & Oberm.) Exell,
1102,LISC043325,A.R.Torre,844,02/03/1936,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,,Plantae,,,,,,Hibiscus subphysaloides,Hochr.,,
1103,LISC043326,A.R.Torre,5039,02/04/1943,1,Mozambique,Zambezia,Ile,Montes do Ile.,-16.024167,37.206111,Herbário,,Plantae,,,,,,Hibiscus subphysaloides,Hochr.,,
1104,LISC043327,A.R.Torre,5039,02/05/1943,1,Mozambique,Zambezia,Ile,Montes do Ile.,-16.024167,37.206111,Herbário,M.L.Gonçalves,Plantae,,,,,,Hibiscus engleri,K.Schum.,,
1105,LISC043328,F.A.Mendonça,3059,23/11/1944,1,Mozambique,Província de Maputo,Namaacha,Goba,-26.1997213,32.1516864,Herbário,,Plantae,,,,,,Hibiscus engleri,K.Schum.,,
1106,LISC043329,A.R.Torre,5798,27/08/1943,1,Mozambique,Tete,Moatize,"Arredores de Zóbuè, estrada para Blantyre.",-15.755753,34.300101,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus fuscus,Garcke,,
1107,LISC043330,F.A.Mendonça,2260,24/09/1944,1,Mozambique,Zambezia,Gúruè,"Serra do Gúruè, entre Nuirre e Lolóè.",-15.374166,37.040556,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus fuscus,Garcke,,
1108,LISC043331,F.A.Mendonça,2260,24/09/1944,1,Mozambique,Zambezia,Gúruè,"Serra do Gúruè, entre Nuirre e Lolóè.",-15.374166,37.040556,Herbário,,Plantae,,,,,,Hibiscus fuscus,Garcke,,
1109,LISC043332,A.R.Torre,5579,26/06/1943,1,Mozambique,Zambezia,Ile,Montes do Ile.,-16.024167,37.206111,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus fuscus,Garcke,,
1110,LISC043333,F.A.Mendonça,2610,25/10/1944,1,Mozambique,Manica,Sussundenga,"Manica, Mavita, vale de Moçambize.",-19.507585,32.889039,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus fuscus,Garcke,,
1111,LISC043334,A.R.Torre,5040,02/04/1943,1,Mozambique,Zambezia,Ile,Montes do Ile.,-16.024167,37.206111,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus kirkii,Mast.,,
1112,LISC043335,J.G.Garcia,447,02/03/1948,1,Moçambique,Manica,Manica,Chimoio. Montes de Belas.,-18.9483328,33.221386,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus kirkii,Mast.,,
1113,LISC043336,J.G.Garcia,447,02/03/1948,1,Moçambique,Manica,Manica,Chimoio. Montes de Belas.,-18.9483328,33.221386,Herbário,,Plantae,,,,,,Hibiscus kirkii,Mast.,,
1114,LISC043337,A.R.Torre,5380,24/05/1943,1,Mozambique,Zambezia,Morrumbala,"Massingire, montes de Metalola.",-16.608656,35.80403,Herbário,A.R.Torre,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1115,LISC043338,J.G.Garcia,985,26/04/1948,1,Moçambique,Sofala,Nhamatanda,"Vila Machado, montes do Siluvo.",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1116,LISC043339,J.G.Garcia,985,26/04/1948,1,Moçambique,Sofala,Nhamatanda,"Vila Machado, montes do Siluvo.",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1117,LISC043340,F.A.Mendonça,3922,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, montes Chiluvo",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1118,LISC043341,F.A.Mendonça,3922,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, montes Chiluvo",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1119,LISC043342,F.A.Mendonça,3991,17/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, montes Chiluvo",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1120,LISC043343,F.A.Mendonça,3991,17/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, montes Chiluvo",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Hibiscus lobatus,(Murray) Kuntze,,
1121,LISC043344,A.R.Torre,6873,19/12/1944,1,Mozambique,Província de Maputo,Moamba,Entre Moamba e Ressano Garcia,-25.518415,32.114539,Herbário,M.L.Gonçalves,Plantae,,,,,,Hibiscus meyeri,Harv.,,
1122,LISC043345,A.R.Torre,2041,16/11/1940,1,Mozambique,Província de Maputo,Namaacha,"Maputo, estação do C. F. de Goba.",-26.196958,32.144414,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus micranthus,L.f.,,
1123,LISC043346,F.A.Mendonça,1172,31/10/1942,1,Mozambique,Nampula,Ilha de Moçambique,Ilha de Moçambique,-15.046575,40.726853,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus migeodii,Exell,,
1124,LISC043347,A.R.Torre,609,16/08/1936,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus migeodii,Exell,,
1125,LISC043348,A.R. Torre,1427,14/05/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus migeodii,Exell,,
1126,LISC043349,F.A.Mendonça,3992,17/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, montes Chiluvo",-19.2422228,34.0697231,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus migeodii,Exell,,
1127,LISC043350,F.A.Mendonça,3992,17/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, montes Chiluvo",-19.2422228,34.0697231,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus migeodii,Exell,,
1128,LISC043351,F.A.Mendonça,4032,23/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, Serração de Muda, margens do rio Mucúzi.",-19.303833,34.029898,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus migeodii,Exell,,
1129,LISC043352,J.G.Garcia,740,26/03/1948,1,Moçambique,Manica,Gondola,"Chimoio, Vila Pery, monte Chizombero.",-19.0680561,33.4899979,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1130,LISC043353,J.G.Garcia,740,26/03/1948,1,Moçambique,Manica,Gondola,"Chimoio, Vila Pery, monte Chizombero.",-19.0680561,33.4899979,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1131,LISC043354,A.R.Torre,6502,24/04/1944,1,Mozambique,Província de Maputo,Boane,Entre Umbeluzi e Moamba.,-25.813205,32.314955,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1132,LISC043355,A.R.Torre,6502,24/04/1944,1,Mozambique,Província de Maputo,Boane,Entre Umbeluzi e Moamba.,-25.813205,32.314955,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1133,LISC043356,A.R.Torre,1913,26/10/1940,1,Mozambique,Província de Maputo,Matutuíne,"Maputo, arredores de Catuane",-26.836389,32.284444,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1134,LISC043357,A.R.Torre,1857,24/10/1940,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Estação C. F. de Goba.",-26.196958,32.144414,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1135,LISC043358,F.A.Mendonça,3449,22/12/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Goba.",-26.247184,32.094676,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1136,LISC043359,F.A.Mendonça,3036,22/11/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Goba.",-26.247184,32.094676,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1137,LISC043360,F.A.Mendonça,1819,23/08/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Fonte de Goba.",-26.1997213,32.1516864,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1138,LISC043361,F.A.Mendonça,1691,07/12/1942,1,Mozambique,Província de Maputo,Namaacha,Namaacha,-25.9564064,32.0356825,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1139,LISC043362,F.A.Mendonça,1691,07/12/1942,1,Mozambique,Província de Maputo,Namaacha,Namaacha,-25.9564064,32.0356825,Herbário,M.F.Pinto Basto,Plantae,,,,,,Hibiscus ovalifolius,(Forssk.) Vahl,,
1140,LISC043365,F.A.Mendonça,2880,16/09/1944,1,Mozambique,Província de Maputo,,Entre Umbelúzi e Catuane.,-26.164155,32.369454,Herbário,,Plantae,,,,,,Hibiscus aristivalvis,Garcke,,
1141,LISC043366,F.A.Mendonça,2880,16/09/1944,1,Mozambique,Província de Maputo,,Entre Umbelúzi e Catuane.,-26.164155,32.369454,Herbário,,Plantae,,,,,,Hibiscus aristivalvis,Garcke,,
1142,LISC043367,F.A.Mendonça,4266,15/05/1948,1,Mozambique,Tete,Cidade de Tete,"Matunde, em frente a Tete.",-16.146446,33.599033,Herbário,,Plantae,,,,,,Hibiscus panduriformis,Burm.f.,,
1143,LISC043368,A.R.Torre,1254,15/02/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,Guill. & Perr.,,
1144,LISC043369,A.R.Torre,1385,04/1934,2,Mozambique,Nampula,,"Entre Nampula, Nametil, Meconta e Ribaué",-15.218401,39.169401,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,guill. & Perr.,,
1145,LISC043370,A.R.Torre,4911,11/03/1943,1,Mozambique,Zambezia,,Entre Milange e Mocuba,-16.467918,36.383049,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,guill. & Perr.,,
1146,LISc043371,J.G.Garcia,490,03/03/1948,1,Moçambique,Manica,Manica,"Chimoio, base da serra de Garuso.",-18.9450006,33.1511078,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,guill. & Perr.,,
1147,LISC043372,F.A.Mendonça,4059,26/04/1948,1,Mozambique,Manica,Manica,"Chimoio, Garuso, estação do C. F.",-18.973364,33.170819,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus physaloides,guill. & Perr.,,
1148,LISC043373,A.R.Torre,3155,22/07/1941,1,Mozambique,Manica,Gondola,Chimoio. Arredores de Amatongas.,-19.1686106,33.7602806,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,Guill. & Perr.,,
1149,LISC043374,A.R.Torre,4028,28/04/1942,1,Mozambique,Sofala,,Entre Beira e Inhaminga.,-19.273234,34.677925,Herbário,A.R.Torre,Plantae,,,,,,Hibiscus physaloides,Guill. & Perr.,,
1150,LISC043375,A.R. Torre,4028,28/04/1942,1,Mozambique,Sofala,,Entre Beira e Inhaminga.,-19.273234,34.677925,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,Guill. & Perr.,,
1151,LISC043376,A.R.Torre,2761,27/05/1941,1,Mozambique,Inhambane,Govuro,"Govuro, Mambone. Margens do rio Save.",-20.9880552,35.0222225,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,Guill. & Perr.,,
1152,LISC043377,A.R.Torre,2761,27/05/1941,1,Mozambique,Inhambane,Govuro,"Govuro, Mambone. Margens do rio Save.",-20.9880552,35.0222225,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus physaloides,Guill. & Perr.,,
1153,LISC043378,A.R.Torre,4089,07/05/1942,1,Mozambique,Sofala,,Entre Inhamitanga e Lacerdónia,-18.117882,35.361474,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus platycalyx,Mast.,,
1154,LISC043379,F.A.Mendonça,126,03/09/1942,1,Mozambique,Sofala,Chibabava,"Buzi, Quicuaxa, morro Machimeja",-19.859167,34.046944,Herbário,,,,,,,,,,,
1155,LISC043380,F.A.Mendonça,1462,19/11/1942,1,Mozambique,Sofala,Cheringoma,"Inhaminga, grutas.",-18.571667,34.879167,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus praeteritus,R.A.Dyer,,
1156,LISC043381,A.R.Torre,3808,11/11/1941,1,Mozambique,Sofala,Búzi,"Buzi, Grudge. Margens do rio Buzi.",-19.8083324,34.0163898,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus praeteritus,R.A.Dyer,,
1157,LISC043382,A.R.Torre,4111,08/05/1942,1,Mozambique,Sofala,Marromeu,"Marromeu, Lacerdónia. Margens pedregosas do rio Zambeze.",-18.021338,35.585744,Herbário,A.W.Exell,Plantae,,,,,,Hibiscus praeteritus,R.A.Dyer,,
1158,LISC043383,F.A.Mendonça,3007,21/11/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, entre Catuane e Changalane.",-26.342444,32.275883,Herbário,,Plantae,,,,,,Hibiscus pusillus,Thunb.,,
1159,LISC043384,F.A.Mendonça,516,29/09/1942,1,Mozambique,Tete,Macanga,Entre Furancungo e Vila Coutinho.,-14.754509,33.647443,Herbário,,Plantae,,,,,,Hibiscus rhodanthus,Gürke,,
1160,LISC043385,F.A.Mendonça,4196,12/05/1948,1,Mozambique,Tete,Angónia,"Angónia, margem do rio Máuè",-14.843494,34.295304,Herbário,,Plantae,,,,,,Hibiscus rhodanthus,Gürke,,
1161,LISC043386,F.A.Mendonça,699,09/10/1942,1,Mozambique,Niassa,Lichinga,Entre Vila Cabral e Litunde.,-13.341649,35.271661,Herbário,,Plantae,,,,,,Hibiscus rhodanthus,Gürke,,
1162,LISC043387,F.A.Mendonça,700,09/10/1942,1,Mozambique,Niassa,Lichinga,Entre Vila Cabral e Litunde.,-13.341649,35.271661,Herbário,,Plantae,,,,,,Hibiscus rhodanthus,Gürke,,
1163,LISC043388,F.A.Mendonça,700,09/10/1942,1,Mozambique,Niassa,Lichinga,Entre Vila Cabral e Litunde.,-13.341649,35.271661,Herbário,,Plantae,,,,,,Hibiscus rhodanthus,Gürke,,
1164,LISC043389,A.R.Torre,563,1934,3,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,F.A.Mendonça,Plantae,,,,,,Hibiscus rhodanthus,Gürke,,
1165,LISC043390,F.A.Mendonça,1590,03/12/1942,1,Mozambique,Gaza,Mandlakaze,"Muchopes, mata de ""MUCRUSSE"" de Santos Gil.",-24.489762,33.973972,Herbário,,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1166,LISC043391,A.R.Torre,2296,10/12/1940,1,Mozambique,Gaza,Cidade de Xai-Xai,Entre Vila João Belo e a praia.,-25.079823,33.682817,Herbário,,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1167,LISC043392,A.R.Torre,6609,10/05/1944,1,Mozambique,Gaza,Guijá,"Guijá, entre Caniçado e Nalazi.",-24.273335,33.170408,Herbário,,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1168,LISC043393,A.R. Torre,6609,10/05/1944,1,Mozambique,Gaza,Guijá,"Guijá, entre Caniçado e Nalazi.",-24.273335,33.170408,Herbário,,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1169,LISC043394,A.R.Torre,3867,20/11/1941,1,Mozambique,Inhambane,Zavala,"Zavala, entre Quissico e Zandamela",-24.732877,34.489716,Herbário,,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1170,LISC043395,A.R.Torre,3867,20/11/1941,1,Mozambique,Inhambane,Zavala,"Zavala, entre Quissico e Zandamela",-24.732877,34.489716,Herbário,A.R.Torre,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1171,LISC043396,A.R.Torre,1763,12/10/1940,1,Mozambique,Província de Maputo,Boane,"Região de Boane, junto à estrada.",-26.041667,32.3252773,Herbário,,Plantae,,,,,,Hibiscus schinzii,Gürke,,
1172,LISC043397,J.G.Garcia,716,25/03/1948,1,Moçambique,Manica,Manica,"Manica, serra de Vumba",-18.9900017,32.8816643,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus shirensis,Sprague & Hutch.,,
1173,LISC043398,J.G.Garcia,716,25/03/1948,1,Moçambique,Manica,Manica,"Manica, serra de Vumba",-18.9900017,32.8816643,Herbário,,Plantae,,,,,,Hibiscus shirensis,Sprague & Hutch.,,
1174,LISC043399,A.R.Torre,812,19/03/1936,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,Garcia,Plantae,,,,,,Hibiscus shirensis,Sprague & Hutch.,,
1175,LISC043400,A.R.Torre,1332,04/03/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,J.G.Garcia,Plantae,,,,,,Hibiscus shirensis,Sprague & Hutch.,,
1176,LISC043401,A.R.Torre,432,08/01/1935,1,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,,Plantae,,,,,,Hibiscus shirensis,Sprague & Hutch.,,
